股票代码,股票简称,行业编码,一级门类,二级门类,上市交易所,公司全程,上市日期,省份,城市,法人,地址,网址,邮箱,电话,主营业务,经营范围
cn_002202,金风科技,C34,制造业,通用设备制造业,深圳,新疆金风科技股份有限公司,2007/12/26 0:00,新疆,乌鲁木齐市,武钢,新疆维吾尔自治区乌鲁木齐市经济技术开发区上海路107号,www.goldwind.com.cn,goldwind@goldwind.com.cn,0991-3767411,风机制造、风电服务、风电场投资与开发。,大型风力发电机组生产销售及其技术引进与开发、应用；建设及运营中试型风力发电场；制造及销售风力发电机零部件；有关风机制造、风电场建设运营方面的技术服务与技术咨询；风力发电机组及其零部件与相关技术的进出口业务。
cn_002438,江苏神通,C34,制造业,通用设备制造业,深圳,江苏神通阀门股份有限公司,2010/6/23 0:00,江苏,南通市,韩力,江苏省启东市南阳镇,www.stfm.cn,zhangqq@stfm.cn,0513-83335899,生产销售冶金阀门、核电阀门，合同能源管理项目投资业务。,研发生产销售阀门及冶金、电力、化工机械、比例伺服阀;阀门及机电设备的安装、维护、检修;工业装置的安装、维修、技术咨询及技术服务;经营本企业自产产品及技术的出口业务;经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）。（依法须经批准的项目、经相关部门批准后方可开展经营活动）
cn_002206,海利得,C28,制造业,化学纤维制造业,深圳,浙江海利得新材料股份有限公司,2008/1/23 0:00,浙江,嘉兴市,高利民,浙江省海宁市马桥镇经编产业园区内,www.halead.com,hld@halead.com,0573-87989889,涤纶工业长丝、塑胶材料、涤纶帘子布三大产品的生产。,电脑喷绘胶片布、土工格栅材料、PVC涂层材料、篷盖材料、聚酯工业长丝、聚酯切片、帘子布、帆布、石塑地板、高分子材料及产品的研究开发、生产、销售；经营进出口业务（范围详见《中华人民共和国进出口企业资格证书》）。
cn_300024,机器人,C34,制造业,通用设备制造业,深圳,沈阳新松机器人自动化股份有限公司,2009/10/30 0:00,辽宁,沈阳市,曲道奎,辽宁省沈阳市浑南新区金辉街16号,www.siasun.com,zqb@siasun.com,024-23815033,机器人及数字化解决方案，面向智能制造、半导体装备、国防安全及消费服务领域提供智能化产品及服务。,机器人与自动化装备、自动化立体仓库及仓储物流设备、机械电子设备、大型自动化系统与生产线开发、制造、工程安装；信息技术与网络系统设计、开发、技术咨询、服务、转让；计算机机械电子设备及配件销售，自营和代理货物及技术进出口（国家禁止的不得经营，限制的品种办理许可证后方可经营），海洋自动化装备、油田自动化装备、激光技术及装备、低压成套开关和控制设备开发、制造、工程安装，公路、隧道、轨道交通综合监控系统、建筑智能化及机电工程设计、制造、工程安装，智能机电及信息产品设计、制造、租赁、销售，光电技术及产品开发、制造、销售，公共服务机器人设计、制造、销售；安防工程设计、施工；增值电信业务（辽宁省内经营）。
cn_002254,泰和新材,C28,制造业,化学纤维制造业,深圳,烟台泰和新材料股份有限公司,2008/6/25 0:00,山东,烟台市,宋西全,山东省烟台经济技术开发区黑龙江路10号,www.tayho.com.cn,securiities@tayho.com.cn,0535-6394123,氨纶纤维、芳纶纤维系列产品、芳纶纸及其衍生产品的开发、制造和销售。,氨纶、芳纶系列产品的制造、销售、技术转让、技术咨询和服务；纺织品、日用百货、金属材料、建筑材料、化工产品(不含化学危险品）的批发、零售；备案范围进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
cn_300876,蒙泰高新,C28,制造业,化学纤维制造业,深圳,广东蒙泰高新纤维股份有限公司,2020/8/24 0:00,广东,揭阳市,郭清海,广东省揭阳市揭东区城西片工业区,www.gdguangdong.com,zqb@gdmtxw.com,0663-3904196,聚丙烯纤维的研发、生产和销售。,生产、销售：超细旦纤维丝、高强纤维丝、各种化纤丝、化纤材料及其制品；货物进出口、技术进出口。（以上各项，法律、行政法规和国务院决定禁止的不得经营；法律、行政法规和国务院决定限制的须取得许可方可经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
cn_002138,顺络电子,C39,制造业,计算机、通信和其他电子设备制造业,深圳,深圳顺络电子股份有限公司,2007/6/13 0:00,广东,深圳市,袁金钰,广东省深圳市龙华区观澜街道大富苑工业区顺络观澜工业园,www.sunlordinc.com,info@sunlordinc.com,0755-29832586,主要从事片式电感器和片式压敏电阻器等新型电子元器件的研发、生产和销售，产品主要应用于通信、计算机及消费类电子产品等领域。,研发、设计、生产、销售新型电子元器件；提供技术方案设计和技术转让、咨询服务，销售自产产品。
cn_600707,彩虹股份,C39,制造业,计算机、通信和其他电子设备制造业,上海,彩虹显示器件股份有限公司,1996/5/20 0:00,陕西,西安市,李淼,陕西省咸阳市秦都区高新区高新一路创业大厦,www.chgf.com.cn,gfoffice@ch.com.cn,029-33132781、33132763,液晶玻璃基板、液晶面板的研发、生产与销售,平板显示器件及相关零部件、材料的生产、经营及技术开发、技术服务、技术转让；智能装备制造、销售及技术服务；厂房、场地、设备租赁；进出口业务，对外贸易经营等。
cn_002179,中航光电,C39,制造业,计算机、通信和其他电子设备制造业,深圳,中航光电科技股份有限公司,2007/11/1 0:00,河南,洛阳市,郭泽义,中国（河南）自由贸易区试验区洛阳片区洛阳高新技术开发区周山路10号,www.jonhon.cn,zhengquan@jonhon.cn,0379-63011079,电连接器、光器件和线缆组件的研制开发、生产和销售。,一般项目：电子元器件制造；机械电气设备制造；制冷、空调设备制造；汽车零部件及配件制造；工程和技术研究和试验发展；专用设备修理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。
cn_002156,通富微电,C39,制造业,计算机、通信和其他电子设备制造业,深圳,通富微电子股份有限公司,2007/8/16 0:00,江苏,南通市,石明达,江苏省南通市崇川开发区崇川路288号,www.tfme.com,tfme_stock@tfme.com,0513-85058919,主要从事集成电路的封装测试业务。,研究开发、生产、销售集成电路等半导体产品，提供相关的技术服务；自营和代理上述商品的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_600151,航天机电,C39,制造业,计算机、通信和其他电子设备制造业,上海,上海航天汽车机电股份有限公司,1998/6/5 0:00,上海,上海市,荆怀靖,中国（上海）自由贸易试验区浦东新区榕桥路661号,www.ht-saae.com,saae@ht-saae.com,021-64827176,高端汽配、新能源光伏和新材料应用产业。,卫星及卫星应用、运载火箭应用及其他民用航天相关产品的研制开发，汽车空调器、传感器、电机、自动天线等汽车零部件、机械加工及设备、电子电器、通讯设备、电器等产品，经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务（但国家限定公司经营或禁止进出口的商品及技术除外），本企业包括本企业控股的成员企业，太阳能电池专用设备，硅材料、太阳能电池，太阳能发电设备、零配件及辅助材料的销售及维护，电力工程的设计、施工（除承装、承修、承试电力设施），合同能源管理，光伏智能电网领域内的技术开发与技术服务，机电安装建设工程施工，复合材料制造应用，实业投资、投资咨询。［企业经营涉及行政许可的，凭许可证件经营］。
cn_002185,华天科技,C39,制造业,计算机、通信和其他电子设备制造业,深圳,天水华天科技股份有限公司,2007/11/20 0:00,甘肃,天水市,肖胜利,甘肃省天水市秦州区双桥路14号,www.tshtkj.com,Wenying.Chang@ht-tech.com,0938-8631816、0938-8631990,集成电路的封装与测试业务。,半导体集成电路研发、生产、封装、测试、销售；LED及应用产品和MEMS研发、生产、销售；电子产业项目投资；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务；房屋租赁；水、电、气及供热、供冷等相关动力产品和服务（国家限制的除外）。
cn_002189,中光学,C39,制造业,计算机、通信和其他电子设备制造业,深圳,中光学集团股份有限公司,2007/12/3 0:00,河南,南阳市,王志亮,河南省南阳市工业南路508号,www.hn508.com.cn,ldgd@lida-oe.com.cn,0377-63865031,精密光学元组件、光学辅料、光敏电阻等光电产品的研发、设计、生产、销售。,精密光学元件、光学镜头、数码投影产品、光伏电池模组及系统应用等太阳聚能产品、光学辅料、光敏电阻、光电仪器设备等相关产品和零部件的研发、设计、生产、销售、安装和售后服务。各类光电显示设备、雷达、周界防范设备、计算机软件、电力设备、二三类机电设备、电梯、铝塑及非金属类管材（不含危化品）销售；金属表面处理及热加工处理，金属加工机械制造，非金属表面处理、加工；计算机信息系统集成服务，安全技术防范工程设计、施工、维修二级；货物和技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_002199,东晶电子,C39,制造业,计算机、通信和其他电子设备制造业,深圳,浙江东晶电子股份有限公司,2007/12/21 0:00,浙江,金华市,王皓,浙江省金华市宾虹西路555号,www.ecec.com.cn,ecec@ecec.com.cn,0579-89186668,石英晶体元器件产品的研发、生产和销售。,电子元件、计算机及网络产品、通信产品的研发、设计、生产与销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
